bill_bill_type,bill_billing_entity,bill_billing_period_end_date,bill_billing_period_start_date,bill_invoice_id,bill_invoicing_entity,bill_payer_account_id,bill_payer_account_name,cost_category,discount,discount_bundled_discount,discount_total_discount,identity_line_item_id,identity_time_interval,line_item_availability_zone,line_item_blended_cost,line_item_blended_rate,line_item_currency_code,line_item_legal_entity,line_item_line_item_description,line_item_line_item_type,line_item_net_unblended_cost,line_item_net_unblended_rate,line_item_normalization_factor,line_item_normalized_usage_amount,line_item_operation,line_item_product_code,line_item_tax_type,line_item_unblended_cost,line_item_unblended_rate,line_item_usage_account_id,line_item_usage_account_name,line_item_usage_amount,line_item_usage_end_date,line_item_usage_start_date,line_item_usage_type,pricing_currency,pricing_lease_contract_length,pricing_offering_class,pricing_public_on_demand_cost,pricing_public_on_demand_rate,pricing_purchase_option,pricing_rate_code,pricing_rate_id,pricing_term,pricing_unit,product,product_comment,product_fee_code,product_fee_description,product_from_location,product_from_location_type,product_from_region_code,product_instance_family,product_instance_type,product_instancesku,product_location,product_location_type,product_operation,product_pricing_unit,product_product_family,product_region_code,product_servicecode,product_sku,product_to_location,product_to_location_type,product_to_region_code,product_usagetype,reservation_amortized_upfront_cost_for_usage,reservation_amortized_upfront_fee_for_billing_period,reservation_availability_zone,reservation_effective_cost,reservation_end_time,reservation_modification_status,reservation_net_amortized_upfront_cost_for_usage,reservation_net_amortized_upfront_fee_for_billing_period,reservation_net_effective_cost,reservation_net_recurring_fee_for_usage,reservation_net_unused_amortized_upfront_fee_for_billing_period,reservation_net_unused_recurring_fee,reservation_net_upfront_value,reservation_normalized_units_per_reservation,reservation_number_of_reservations,reservation_recurring_fee_for_usage,reservation_reservation_a_r_n,reservation_start_time,reservation_subscription_id,reservation_total_reserved_normalized_units,reservation_total_reserved_units,reservation_units_per_reservation,reservation_unused_amortized_upfront_fee_for_billing_period,reservation_unused_normalized_unit_quantity,reservation_unused_quantity,reservation_unused_recurring_fee,reservation_upfront_value,resource_tags,savings_plan_amortized_upfront_commitment_for_billing_period,savings_plan_end_time,savings_plan_instance_type_family,savings_plan_net_amortized_upfront_commitment_for_billing_period,savings_plan_net_recurring_commitment_for_billing_period,savings_plan_net_savings_plan_effective_cost,savings_plan_offering_type,savings_plan_payment_option,savings_plan_purchase_term,savings_plan_recurring_commitment_for_billing_period,savings_plan_region,savings_plan_savings_plan_a_r_n,savings_plan_savings_plan_effective_cost,savings_plan_savings_plan_rate,savings_plan_start_time,savings_plan_total_commitment_to_date,savings_plan_used_commitment,split_line_item_actual_usage,split_line_item_net_split_cost,split_line_item_net_unused_cost,split_line_item_parent_resource_id,split_line_item_public_on_demand_split_cost,split_line_item_public_on_demand_unused_cost,split_line_item_reserved_usage,split_line_item_split_cost,split_line_item_split_usage,split_line_item_split_usage_ratio,split_line_item_unused_cost
Anniversary,AWS,2024-03-01T00:00:00.000Z,2024-02-01T00:00:00.000Z,,"Amazon Web Services, Inc.",938871395471,NuvoCodes,{},{},,,wdx4ns5yyptautkgzay6glqgcnupmanpvc5cvc4zuieepodmuduq,2024-02-01T00:00:00Z/2024-03-01T00:00:00Z,,0.0,0.0000000000,USD,"Amazon Web Services, Inc.",$0.00 per GB - US East (Northern Virginia) data transfer from US East (Ohio),Usage,,,0.0,0.0,FargateTask,AmazonECS,,0.0,0.0000000000,938871395471,NuvoCodes,4.6185E-6,2024-02-12T00:00:00.000Z,2024-02-09T09:00:00.000Z,USE1-USE2-AWS-In-Bytes,USD,,,0.0,0.0000000000,,2VKUG32DUF246T8S.JRTCKXETXF.6YS6EN2CT7,43049773059,OnDemand,GB,"{""transfer_type"":""InterRegion Inbound"",""product_name"":""Amazon Elastic Container Service"",""region"":""us-east-1"",""servicename"":""AWS Data Transfer""}",,,,US East (N. Virginia),AWS Region,us-east-1,,,,,,,,Data Transfer,,AWSDataTransfer,2VKUG32DUF246T8S,US East (Ohio),AWS Region,us-east-2,USE1-USE2-AWS-In-Bytes,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,3209011310,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,
Anniversary,AWS,2024-03-01T00:00:00.000Z,2024-02-01T00:00:00.000Z,,"Amazon Web Services, Inc.",938871395471,NuvoCodes,{},{},,,yrueinqfkgvpg7f77svtjd36dt7wvzr462bc22e2mrpngfkuehcq,2024-02-01T00:00:00Z/2024-03-01T00:00:00Z,,0.0,0.0000000000,USD,"Amazon Web Services, Inc.",$0.00 per GB - US East (Northern Virginia) data transfer from US West (Oregon),Usage,,,0.0,0.0,FargateTask,AmazonECS,,0.0,0.0000000000,938871395471,NuvoCodes,1.431667E-4,2024-02-12T00:00:00.000Z,2024-02-01T02:00:00.000Z,USE1-USW2-AWS-In-Bytes,USD,,,0.0,0.0000000000,,33Y5KYZ4JQEF6J66.JRTCKXETXF.6YS6EN2CT7,43049758570,OnDemand,GB,"{""transfer_type"":""InterRegion Inbound"",""product_name"":""Amazon Elastic Container Service"",""region"":""us-east-1"",""servicename"":""AWS Data Transfer""}",,,,US East (N. Virginia),AWS Region,us-east-1,,,,,,,,Data Transfer,,AWSDataTransfer,33Y5KYZ4JQEF6J66,US West (Oregon),AWS Region,us-west-2,USE1-USW2-AWS-In-Bytes,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,3209011310,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,
Anniversary,AWS,2024-03-01T00:00:00.000Z,2024-02-01T00:00:00.000Z,,"Amazon Web Services, Inc.",938871395471,NuvoCodes,{},{},,,k34diy46zh33yo7ns3klyjz5lzth67e23xvqjyrtslxwzwe6xdfq,2024-02-01T00:00:00Z/2024-03-01T00:00:00Z,,0.0,0.0000000000,USD,"Amazon Web Services, Inc.",$0.00 per In-use public IPv4 address per hour for EC2 Free Tier,Usage,,,0.0,0.0,RunInstances,AmazonVPC,,0.0,0.0000000000,938871395471,NuvoCodes,268.0,2024-02-12T04:00:00.000Z,2024-02-01T00:00:00.000Z,USE1-PublicIPv4:InUseAddress,USD,,,0.0,,,3Q3VQVBSQJMD3QCC.A429C66SYZ.6YS6EN2CT7,44059012448,,Hrs,"{""product_name"":""Amazon Virtual Private Cloud"",""region"":""us-east-1"",""servicename"":""Amazon Virtual Private Cloud"",""group_description"":""Hourly charge for In-use Public IPv4 Addresses for EC2 Free Tier (RunInstances)"",""group"":""VPCPublicIPv4Address""}",,,,,,,,,,US East (N. Virginia),AWS Region,RunInstances,,,us-east-1,AmazonVPC,3Q3VQVBSQJMD3QCC,,,,USE1-PublicIPv4:InUseAddress,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,15034140307,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,
Anniversary,AWS,2024-03-01T00:00:00.000Z,2024-02-01T00:00:00.000Z,,"Amazon Web Services, Inc.",938871395471,NuvoCodes,{},{},,,b5qbm7vgz3slos2jgzf5ulgrmusdukxshxgd36kxsvflwitkypvq,2024-02-01T00:00:00Z/2024-03-01T00:00:00Z,,0.0,0.0000000000,USD,"Amazon Web Services, Inc.",$0.00 per GB - US East (Northern Virginia) data transfer from EU (Paris),Usage,,,0.0,0.0,FargateTask,AmazonECS,,0.0,0.0000000000,938871395471,NuvoCodes,5.215E-7,2024-02-01T10:00:00.000Z,2024-02-01T09:00:00.000Z,USE1-EUW3-AWS-In-Bytes,USD,,,0.0,0.0000000000,,49E2QHYFD4ECSP9K.JRTCKXETXF.6YS6EN2CT7,43049788007,OnDemand,GB,"{""transfer_type"":""InterRegion Inbound"",""product_name"":""Amazon Elastic Container Service"",""region"":""us-east-1"",""servicename"":""AWS Data Transfer""}",,,,US East (N. Virginia),AWS Region,us-east-1,,,,,,,,Data Transfer,,AWSDataTransfer,49E2QHYFD4ECSP9K,EU (Paris),AWS Region,eu-west-3,USE1-EUW3-AWS-In-Bytes,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,3209011310,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,
Anniversary,AWS,2024-03-01T00:00:00.000Z,2024-02-01T00:00:00.000Z,,"Amazon Web Services, Inc.",938871395471,NuvoCodes,{},{},,,mv6a32gi4igvuoul3qciwjayez7vb74jljcsowf3t6rkryp6tarq,2024-02-01T00:00:00Z/2024-03-01T00:00:00Z,,0.0,0.0000000000,USD,"Amazon Web Services, Inc.",$0.000 per request - HTTP or HTTPS under the global monthly free tier,Usage,,,0.0,0.0,GET,AmazonCloudFront,,0.0,0.0000000000,938871395471,NuvoCodes,19.0,2024-02-11T08:00:00.000Z,2024-02-02T04:00:00.000Z,JP-Requests-Tier1,USD,,,1.71E-5,0.0000009000,,4ZKPCBHJ6DH3YZKY.A429C66SYZ.6YS6EN2CT7,35115493931,,Requests,"{""request_type"":""CloudFront-Request-Tier1"",""request_description"":""HTTP GET and HEAD requests"",""product_name"":""Amazon CloudFront"",""region"":""ap-northeast-1"",""servicename"":""Amazon CloudFront""}",,,,,,,,,,Japan,AWS Edge Location,,,Request,,AmazonCloudFront,4ZKPCBHJ6DH3YZKY,,,,JP-Requests-Tier1,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,3209011330,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,
Anniversary,AWS,2024-03-01T00:00:00.000Z,2024-02-01T00:00:00.000Z,,"Amazon Web Services, Inc.",938871395471,NuvoCodes,{},{},,,4k6nhqxj654iupmcjvac5ubuis4ijujmhbrk43c54o4agxqbwoqa,2024-02-01T00:00:00Z/2024-03-01T00:00:00Z,,0.0,0.0000000000,USD,"Amazon Web Services, Inc.",$0.000 per request - HTTP or HTTPS under the global monthly free tier,Usage,,,0.0,0.0,POST,AmazonCloudFront,,0.0,0.0000000000,938871395471,NuvoCodes,1.0,2024-02-09T17:00:00.000Z,2024-02-09T16:00:00.000Z,EU-Requests-HTTPS-Proxy,USD,,,1.2E-6,0.0000012000,,6DSK78RX8E8ZV684.A429C66SYZ.6YS6EN2CT7,35115493922,,Requests,"{""request_type"":""CloudFront-Request-HTTPS-Proxy"",""request_description"":""HTTPS DELETE, OPTIONS, PATCH, POST, and PUT requests that CloudFront forwards to your origin"",""product_name"":""Amazon CloudFront"",""region"":""eu-west-1"",""servicename"":""Amazon CloudFront""}",,,,,,,,,,Europe,AWS Edge Location,,,Request,,AmazonCloudFront,6DSK78RX8E8ZV684,,,,EU-Requests-HTTPS-Proxy,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,3209011330,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,
Anniversary,AWS,2024-03-01T00:00:00.000Z,2024-02-01T00:00:00.000Z,,"Amazon Web Services, Inc.",938871395471,NuvoCodes,{},{},,,ijhdn2hlaswenfd7tik6eijhb7fpby5lotgjc3qc2f2eai6kr3aq,2024-02-01T00:00:00Z/2024-03-01T00:00:00Z,,0.0,0.0000000000,USD,"Amazon Web Services, Inc.",$0.00 per GB - US East (Northern Virginia) data transfer from EU (London),Usage,,,0.0,0.0,FargateTask,AmazonECS,,0.0,0.0000000000,938871395471,NuvoCodes,3.76394E-5,2024-02-11T01:00:00.000Z,2024-02-03T11:00:00.000Z,USE1-EUW2-AWS-In-Bytes,USD,,,0.0,0.0000000000,,6ZNK2Z79AEEBFV3M.JRTCKXETXF.6YS6EN2CT7,43049781994,OnDemand,GB,"{""transfer_type"":""InterRegion Inbound"",""product_name"":""Amazon Elastic Container Service"",""region"":""us-east-1"",""servicename"":""AWS Data Transfer""}",,,,US East (N. Virginia),AWS Region,us-east-1,,,,,,,,Data Transfer,,AWSDataTransfer,6ZNK2Z79AEEBFV3M,EU (London),AWS Region,eu-west-2,USE1-EUW2-AWS-In-Bytes,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,3209011310,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,
Anniversary,AWS,2024-03-01T00:00:00.000Z,2024-02-01T00:00:00.000Z,,"Amazon Web Services, Inc.",938871395471,NuvoCodes,{},{},,,l4lm5pevdjgexty42k434gfbwgnzpdvkvf73geyq7l6cetsteakq,2024-02-01T00:00:00Z/2024-03-01T00:00:00Z,,0.0,0.0000000000,USD,"Amazon Web Services, Inc.",$0.00 per GB - US East (Northern Virginia) data transfer from EU (Ireland),Usage,,,0.0,0.0,FargateTask,AmazonECS,,0.0,0.0000000000,938871395471,NuvoCodes,9.0925E-6,2024-02-04T19:00:00.000Z,2024-02-03T15:00:00.000Z,USE1-EU-AWS-In-Bytes,USD,,,0.0,0.0000000000,,725FHGTUB3P2B9EU.JRTCKXETXF.6YS6EN2CT7,43049763548,OnDemand,GB,"{""transfer_type"":""InterRegion Inbound"",""product_name"":""Amazon Elastic Container Service"",""region"":""us-east-1"",""servicename"":""AWS Data Transfer""}",,,,US East (N. Virginia),AWS Region,us-east-1,,,,,,,,Data Transfer,,AWSDataTransfer,725FHGTUB3P2B9EU,EU (Ireland),AWS Region,eu-west-1,USE1-EU-AWS-In-Bytes,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,3209011310,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,
Anniversary,AWS,2024-03-01T00:00:00.000Z,2024-02-01T00:00:00.000Z,,"Amazon Web Services, Inc.",938871395471,NuvoCodes,{},{},,,2h7rxxxldmyo75kik34d44emtkxijbw5bjnj5trxfhgwgqyfbbha,2024-02-01T00:00:00Z/2024-03-01T00:00:00Z,,2.71216,0.0404800000,USD,"Amazon Web Services, Inc.",AWS Fargate - vCPU - US East (N.Virginia),Usage,,,0.0,0.0,FargateTask,AmazonECS,,2.71216,0.0404800000,938871395471,NuvoCodes,67.0,2024-02-12T04:00:00.000Z,2024-02-01T00:00:00.000Z,USE1-Fargate-vCPU-Hours:perCPU,USD,,,2.71216,0.0404800000,,8CESGAFWKAJ98PME.JRTCKXETXF.6YS6EN2CT7,44564816804,OnDemand,hours,"{""cputype"":""perCPU"",""product_name"":""Amazon Elastic Container Service"",""tenancy"":""Shared"",""region"":""us-east-1"",""servicename"":""Amazon Elastic Container Service""}",,,,,,,,,,US East (N. Virginia),AWS Region,,,Compute,us-east-1,AmazonECS,8CESGAFWKAJ98PME,,,,USE1-Fargate-vCPU-Hours:perCPU,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,2061541116,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,
Anniversary,AWS,2024-03-01T00:00:00.000Z,2024-02-01T00:00:00.000Z,,"Amazon Web Services, Inc.",938871395471,NuvoCodes,{},{},,,wcidbo3q6tgpupuvg2nslj5qt4sjn2rdkmnuryj7sodub3x2tkqa,2024-02-01T00:00:00Z/2024-03-01T00:00:00Z,,0.0,0.0000000000,USD,"Amazon Web Services, Inc.",$0.000 per GB - data transfer out under the global monthly free tier,Usage,,,0.0,0.0,GET,AmazonCloudFront,,0.0,0.0000000000,938871395471,NuvoCodes,1.92281E-5,2024-02-10T04:00:00.000Z,2024-02-01T12:00:00.000Z,AU-DataTransfer-Out-Bytes,USD,,,2.192E-6,0.1140000000,,8JNNPNBQD9DSHV5K.A429C66SYZ.6YS6EN2CT7,35115493899,,GB,"{""transfer_type"":""CloudFront Outbound"",""product_name"":""Amazon CloudFront"",""region"":""ap-southeast-2"",""servicename"":""Amazon CloudFront""}",,,,Australia,AWS Edge Location,,,,,,,,,Data Transfer,,AmazonCloudFront,8JNNPNBQD9DSHV5K,External,Other,,AU-DataTransfer-Out-Bytes,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,3209011330,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,
Anniversary,AWS,2024-03-01T00:00:00.000Z,2024-02-01T00:00:00.000Z,,"Amazon Web Services, Inc.",938871395471,NuvoCodes,{},{},,,eauqavjto43d2wgw6fjov53rnts6g7ihuu65fafpy7fb4u76mtka,2024-02-01T00:00:00Z/2024-03-01T00:00:00Z,,1.55E-8,0.0200000000,USD,"Amazon Web Services, Inc.",$0.02 per GB - US East (Northern Virginia) data transfer to US West (Northern California),Usage,,,0.0,0.0,FargateTask,AmazonECS,,1.55E-8,0.0200000000,938871395471,NuvoCodes,7.758E-7,2024-02-05T02:00:00.000Z,2024-02-05T01:00:00.000Z,USE1-USW1-AWS-Out-Bytes,USD,,,1.55E-8,0.0200000000,,8X3QU4DYXVJAXZK3.JRTCKXETXF.6YS6EN2CT7,43049773466,OnDemand,GB,"{""transfer_type"":""InterRegion Outbound"",""product_name"":""Amazon Elastic Container Service"",""region"":""us-east-1"",""servicename"":""AWS Data Transfer""}",,,,US East (N. Virginia),AWS Region,us-east-1,,,,,,,,Data Transfer,,AWSDataTransfer,8X3QU4DYXVJAXZK3,US West (N. California),AWS Region,us-west-1,USE1-USW1-AWS-Out-Bytes,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,3209011310,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,
Anniversary,AWS,2024-03-01T00:00:00.000Z,2024-02-01T00:00:00.000Z,,"Amazon Web Services, Inc.",938871395471,NuvoCodes,{},{},,,poqy6kel3olm3i6bttey2pre5ttkmeflhfjrmcg3d5desjbjdiha,2024-02-01T00:00:00Z/2024-03-01T00:00:00Z,,0.0,0.0000000000,USD,"Amazon Web Services, Inc.",$0.000 per GB - data transfer in per month,Usage,,,0.0,0.0,FargateTask,AmazonECS,,0.0,0.0000000000,938871395471,NuvoCodes,8.108648E-4,2024-02-12T05:00:00.000Z,2024-02-01T00:00:00.000Z,DataTransfer-In-Bytes,USD,,,0.0,0.0000000000,,9MG5B7V4UUU2WPAV.JRTCKXETXF.6YS6EN2CT7,43049755712,OnDemand,GB,"{""transfer_type"":""AWS Inbound"",""product_name"":""Amazon Elastic Container Service"",""region"":""us-east-1"",""servicename"":""AWS Data Transfer""}",,,,External,Other,,,,,,,,,Data Transfer,,AWSDataTransfer,9MG5B7V4UUU2WPAV,US East (N. Virginia),AWS Region,us-east-1,DataTransfer-In-Bytes,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,3209011310,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,
Anniversary,AWS,2024-03-01T00:00:00.000Z,2024-02-01T00:00:00.000Z,,"Amazon Web Services, Inc.",938871395471,NuvoCodes,{},{},,,fd55ykdhgtmd2gmvcehfc6r3vfau7xwu2lpkauzzzj7pshjc2ixq,2024-02-01T00:00:00Z/2024-03-01T00:00:00Z,,0.0,0.0000000000,USD,"Amazon Web Services, Inc.",$0.000 per GB - data transfer in per month,Usage,,,0.0,0.0,PutObject,AmazonS3,,0.0,0.0000000000,938871395471,NuvoCodes,1.96E-8,2024-02-10T14:00:00.000Z,2024-02-10T13:00:00.000Z,DataTransfer-In-Bytes,USD,,,0.0,0.0000000000,,9MG5B7V4UUU2WPAV.JRTCKXETXF.6YS6EN2CT7,43049755712,OnDemand,GB,"{""transfer_type"":""AWS Inbound"",""product_name"":""Amazon Simple Storage Service"",""region"":""us-east-1"",""servicename"":""AWS Data Transfer""}",,,,External,Other,,,,,,,,,Data Transfer,,AWSDataTransfer,9MG5B7V4UUU2WPAV,US East (N. Virginia),AWS Region,us-east-1,DataTransfer-In-Bytes,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,3209011310,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,
Anniversary,AWS,2024-03-01T00:00:00.000Z,2024-02-01T00:00:00.000Z,,"Amazon Web Services, Inc.",938871395471,NuvoCodes,{},{},,,otenfugefmi7rsxg46ef37oiz6aocdi65hmgyjv4yyy4ksjvo6ga,2024-02-01T00:00:00Z/2024-03-01T00:00:00Z,,0.0,0.0000000000,USD,"Amazon Web Services, Inc.",$0.000 per GB - data transfer in per month,Usage,,,0.0,0.0,WriteBucketPolicy,AmazonS3,,0.0,0.0000000000,938871395471,NuvoCodes,7.255E-7,2024-02-11T15:00:00.000Z,2024-02-11T14:00:00.000Z,DataTransfer-In-Bytes,USD,,,0.0,0.0000000000,,9MG5B7V4UUU2WPAV.JRTCKXETXF.6YS6EN2CT7,43049755712,OnDemand,GB,"{""transfer_type"":""AWS Inbound"",""product_name"":""Amazon Simple Storage Service"",""region"":""us-east-1"",""servicename"":""AWS Data Transfer""}",,,,External,Other,,,,,,,,,Data Transfer,,AWSDataTransfer,9MG5B7V4UUU2WPAV,US East (N. Virginia),AWS Region,us-east-1,DataTransfer-In-Bytes,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,3209011310,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,
Anniversary,AWS,2024-03-01T00:00:00.000Z,2024-02-01T00:00:00.000Z,,"Amazon Web Services, Inc.",938871395471,NuvoCodes,{},{},,,t4xdbht77rjr22jahzmc4n5ylhcwblif4tmckkl5blhehefocwva,2024-02-01T00:00:00Z/2024-03-01T00:00:00Z,,0.0,0.0000000000,USD,"Amazon Web Services, Inc.",$0.000 per request - HTTP or HTTPS under the global monthly free tier,Usage,,,0.0,0.0,GET,AmazonCloudFront,,0.0,0.0000000000,938871395471,NuvoCodes,878.0,2024-02-12T05:00:00.000Z,2024-02-01T04:00:00.000Z,EU-Requests-Tier1,USD,,,7.902E-4,0.0000009000,,9MS5ZWGYNFR5NURG.A429C66SYZ.6YS6EN2CT7,35115493923,,Requests,"{""request_type"":""CloudFront-Request-Tier1"",""request_description"":""HTTP GET and HEAD requests"",""product_name"":""Amazon CloudFront"",""region"":""eu-west-1"",""servicename"":""Amazon CloudFront""}",,,,,,,,,,Europe,AWS Edge Location,,,Request,,AmazonCloudFront,9MS5ZWGYNFR5NURG,,,,EU-Requests-Tier1,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,3209011330,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,
Anniversary,AWS,2024-03-01T00:00:00.000Z,2024-02-01T00:00:00.000Z,,"Amazon Web Services, Inc.",938871395471,NuvoCodes,{},{},,,kj6f5ktoerl4zaajsbt4thf5jha72lhq5nnarqjcsci7qk6ls6wa,2024-02-01T00:00:00Z/2024-03-01T00:00:00Z,,0.0,0.0000000000,USD,"Amazon Web Services, Inc.",$0.000 per request - HTTP or HTTPS under the global monthly free tier,Usage,,,0.0,0.0,HEAD,AmazonCloudFront,,0.0,0.0000000000,938871395471,NuvoCodes,24.0,2024-02-06T10:00:00.000Z,2024-02-01T09:00:00.000Z,EU-Requests-Tier1,USD,,,2.16E-5,0.0000009000,,9MS5ZWGYNFR5NURG.A429C66SYZ.6YS6EN2CT7,35115493923,,Requests,"{""request_type"":""CloudFront-Request-Tier1"",""request_description"":""HTTP GET and HEAD requests"",""product_name"":""Amazon CloudFront"",""region"":""eu-west-1"",""servicename"":""Amazon CloudFront""}",,,,,,,,,,Europe,AWS Edge Location,,,Request,,AmazonCloudFront,9MS5ZWGYNFR5NURG,,,,EU-Requests-Tier1,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,3209011330,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,
Anniversary,AWS,2024-03-01T00:00:00.000Z,2024-02-01T00:00:00.000Z,,"Amazon Web Services, Inc.",938871395471,NuvoCodes,{},{},,,d6b2u3su5wvnahk67qkpcqfkgq2rls4c2qw7y2arr3aw3von6cra,2024-02-01T00:00:00Z/2024-03-01T00:00:00Z,,0.0,0.0000000000,USD,"Amazon Web Services, Inc.",$0.000 per GB - data transfer out under the global monthly free tier,Usage,,,0.0,0.0,GET,AmazonCloudFront,,0.0,0.0000000000,938871395471,NuvoCodes,9.64785E-5,2024-02-12T00:00:00.000Z,2024-02-01T15:00:00.000Z,AP-DataTransfer-Out-Bytes,USD,,,1.15774E-5,0.1200000000,,A86N9S7CGUKZHH8P.A429C66SYZ.6YS6EN2CT7,35115493898,,GB,"{""transfer_type"":""CloudFront Outbound"",""product_name"":""Amazon CloudFront"",""region"":""ap-southeast-1"",""servicename"":""Amazon CloudFront""}",,,,Asia Pacific,AWS Edge Location,,,,,,,,,Data Transfer,,AmazonCloudFront,A86N9S7CGUKZHH8P,External,Other,,AP-DataTransfer-Out-Bytes,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,3209011330,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,
Anniversary,AWS,2024-03-01T00:00:00.000Z,2024-02-01T00:00:00.000Z,,"Amazon Web Services, Inc.",938871395471,NuvoCodes,{},{},,,bgqy6ed32wnu34z2toa5dohiajqu5mcyptbmlw5mo5hplkuuqhha,2024-02-01T00:00:00Z/2024-03-01T00:00:00Z,,0.0,0.0000000000,USD,"Amazon Web Services, Inc.",$0.000 per GB - data transfer out under the global monthly free tier,Usage,,,0.0,0.0,POST,AmazonCloudFront,,0.0,0.0000000000,938871395471,NuvoCodes,5.2303E-6,2024-02-06T11:00:00.000Z,2024-02-06T10:00:00.000Z,AP-DataTransfer-Out-Bytes,USD,,,6.276E-7,0.1200000000,,A86N9S7CGUKZHH8P.A429C66SYZ.6YS6EN2CT7,35115493898,,GB,"{""transfer_type"":""CloudFront Outbound"",""product_name"":""Amazon CloudFront"",""region"":""ap-southeast-1"",""servicename"":""Amazon CloudFront""}",,,,Asia Pacific,AWS Edge Location,,,,,,,,,Data Transfer,,AmazonCloudFront,A86N9S7CGUKZHH8P,External,Other,,AP-DataTransfer-Out-Bytes,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,3209011330,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,
